id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10213873,MTR Mongkok shop outlet Queen&My,52473150,Danny,,Yau Tsim Mong,22.317036063094832,114.16919148033692,Entire home/apt,330,1,58,2018-07-25,1.88,27,204
10214387,Clean and comfortable Twin Room+&My,52473150,Danny,,Yau Tsim Mong,22.317564659684418,114.17084372064608,Entire home/apt,353,1,73,2018-07-11,2.69,27,266
10215381,"東涌小村山景雅緻雙人房
Cozy twin bed room near airport",47537890,Terry,,Islands,22.277317290135034,113.92957219128478,Private room,471,1,76,2018-07-29,2.44,5,158
10215460,Family room in Tung Chung 東涌鄉村溫馨家庭房,52491634,Ricky,,Islands,22.29089811226567,113.92407110547713,Private room,950,1,84,2018-07-11,2.64,5,342
10215858,Cozy Queen Guest Room&My,52473150,Danny,,Yau Tsim Mong,22.316545256914644,114.17034129000196,Private room,330,1,7,2018-06-07,0.27,27,178
10216072,東涌村屋双人露台房機場䌫車景 Double room w terrace near airport,47537890,Terry,,Islands,22.277558080418952,113.92791358410074,Private room,644,1,26,2018-05-05,0.82,5,123
10216246,"香港尖沙咀,舒適乾淨的酒店,交通方便快捷北方海港城酒店(三人间)",42340249,晨晨,,Yau Tsim Mong,22.298850857737097,114.17154752012888,Entire home/apt,542,1,1,2016-02-01,0.03,8,170
10216319,Mong Kok Clean Comfort Twin Room&My,52473150,Danny,,Yau Tsim Mong,22.32162827463867,114.16933980321068,Private room,361,1,3,2018-07-12,0.11,27,178
10217153,"listing_id: (Phone number hidden by Airbnb) Hong Kong, Tsim Sha Tsui, comfortable clean hotel, traffic is convenientlisting_id: (Phone number hidden by Airbnb) listing_id: (Phone number hidden by Airbnb) Harbour City North Hotel (4 person rooms)",42340249,晨晨,,Yau Tsim Mong,22.29692074030139,114.17075676229793,Entire home/apt,597,1,3,2017-01-02,0.11,8,177
10220194,cozy shares room for girls only,47777812,Ru,,Central & Western,22.286287678484154,114.14345043569327,Private room,353,3,4,2018-04-15,0.14,2,7
10220683,"Just Renovated, Central Mid-Levels",36633241,Pierre,,Central & Western,22.280879198369732,114.15206404712876,Private room,502,4,0,,,1,0
10228700,Travelers' relaxing spot corner,25122760,Danny,,Tsuen Wan,22.372473091048853,114.1161941398848,Shared room,188,2,11,2018-07-03,0.36,1,172
10233856,Twin Bed room+MTR Mongkok shopping&My,52473150,Danny,,Yau Tsim Mong,22.317230301515497,114.17072933783886,Private room,400,1,22,2018-07-12,0.92,27,178
10234023,Mong Kok MTR+Tidy Quad room&My,52473150,Danny,,Yau Tsim Mong,22.317569061212232,114.16946103201188,Private room,455,1,70,2018-07-12,2.21,27,176
10234537,位於銅鑼灣-具舊上海特式之月租服務式住宅,49374433,O,,Wan Chai,22.278173862863085,114.18426846137957,Entire home/apt,2802,28,0,,,3,363
10235345,In MTR+Separate WC Double room&JK,52473150,Danny,,Yau Tsim Mong,22.319746483832624,114.16874065056749,Private room,369,1,30,2017-10-01,0.95,27,264
10237424,Island Home,20667001,Eleanor,,Islands,22.22694767242478,114.11537689974485,Entire home/apt,746,3,6,2016-08-25,0.21,1,0
10237872,"香港尖沙咀,舒適乾淨的酒店,交通方便快捷｡北方海港城酒店(五人间)",42340249,晨晨,,Yau Tsim Mong,22.297268600691677,114.17089527495833,Private room,785,1,30,2018-06-17,0.95,8,80
10238602,(S)3Br 2 min Causeway Bay SOGO MTR,1428352,Ivan,,Wan Chai,22.280343390536707,114.18250784234417,Entire home/apt,1319,2,133,2018-07-24,4.18,6,36
10239540,Double bed room w/balcony 東涌鄉村雙人露台房,52491634,Ricky,,Islands,22.277809345931903,113.92897194796964,Private room,628,1,36,2018-03-10,1.17,5,342
10239755,東涌獨立村屋雙人露台房 海灣及360䌫車景 Twin bed room near airport,47537890,Terry,,Islands,22.275992240229893,113.92682374365127,Private room,597,1,25,2018-08-04,0.89,5,143
10240546,30% discount 1-5 ppl comfy 2Bdr,26442782,Jessica,,Yau Tsim Mong,22.30636031712751,114.17100316465819,Entire home/apt,840,2,20,2018-04-03,0.69,6,342
10240647,802簡潔衛生3人家庭房(大床+單人床) 。月租9000元港幣。包水電,52133997,Miss Tong/湯小姐,,Yau Tsim Mong,22.30385623394758,114.16868252250286,Private room,487,1,1,2016-01-04,0.03,4,348
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,52491634,Ricky,,Islands,22.279235264167546,113.92921895134265,Private room,487,1,121,2018-08-01,4.85,5,332
10241315,Twin bed room w/balcony 東涌鄉村舒適雙床露台房,52491634,Ricky,,Islands,22.27975664711977,113.92802330800285,Private room,589,1,60,2018-07-18,1.97,5,343
10243515,NEW ensuite C: 1min to Times Square (Max 1 person),13967962,Yau,,Wan Chai,22.27918565698827,114.18225126187963,Private room,298,2,102,2018-08-06,3.41,3,35
10253380,B1.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.306096754185013,114.17133898694564,Private room,597,1,1,2018-07-05,0.71,19,358
10253440,B3.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.304829351130465,114.17233400203915,Private room,597,1,1,2016-01-19,0.03,19,358
10253488,"A2.Nathan Road,Jordan,Kowloon/1 min MTR/Double bed",51969157,Jojo,,Yau Tsim Mong,22.304795043343255,114.17158670422197,Private room,502,1,119,2018-08-05,5.14,19,332
10253505,Hop Inn - 8 Bed Mixed Dorm (Mody),2846792,Hop Inn,,Yau Tsim Mong,22.29751090149741,114.17420111146113,Shared room,181,1,9,2018-04-22,0.28,37,327
10253523,"A3.Nathan Road,Jordan,Kowloon/1 min MTR/Double bed",51969157,Jojo,,Yau Tsim Mong,22.304380105907878,114.17283929562846,Private room,502,1,8,2018-07-05,0.30,19,353
10253675,Cozy Double room+Mongkok shoppin&JK,52473150,Danny,,Yau Tsim Mong,22.319405679704023,114.16851713088589,Private room,369,1,9,2018-06-16,0.30,27,264
10254124,Clean and simple Double room&JK,52473150,Danny,,Yau Tsim Mong,22.31970860513999,114.16827419021683,Private room,369,1,9,2017-12-30,0.31,27,264
10254561,"Big room in central, w/breakfast",52717172,Henrik,,Central & Western,22.279198809880008,114.15467031179908,Private room,471,1,2,2016-02-11,0.06,1,0
10254889,Hop Inn - 8 Bed Mixed Dorm (Mody),2846792,Hop Inn,,Yau Tsim Mong,22.29815602711052,114.17453491603641,Shared room,181,1,12,2018-07-21,0.39,37,333
10255323,Hop Inn - 8 Bed Mixed Dorm (Mody),2846792,Hop Inn,,Yau Tsim Mong,22.2969817969304,114.17583732445095,Shared room,181,1,16,2018-08-05,0.57,37,330
10255801,Hop Inn - 4 Bed Mixed Dorm (Mody),2846792,Hop Inn,,Yau Tsim Mong,22.29784498291257,114.17600184006157,Shared room,220,1,8,2017-11-26,0.29,37,330
10256082,Hop Inn - Bed in Female Dorm (Mody),2846792,Hop Inn,,Yau Tsim Mong,22.2966242793216,114.17442495376349,Shared room,212,1,10,2018-07-17,0.34,37,303
10256189,Mong Kok MTR E1+ Clean Twin room&JK,52473150,Danny,,Yau Tsim Mong,22.318896072772894,114.16985205641645,Private room,424,1,5,2016-11-15,0.19,27,263
10258433,30% discount 1-6 ppl comfy 2Bdr,26442782,Jessica,,Yau Tsim Mong,22.3048816711459,114.17256233112748,Entire home/apt,840,2,26,2018-07-15,0.85,6,298
10262454,東涌鄉村獨立屋舒適雙人房 comfortable double room near airport,47537890,Terry,,Islands,22.27672514200123,113.929532712341,Private room,424,1,137,2018-08-03,4.29,5,163
10275629,"#A New studio, 1st Month Discount",50614541,Brian,,Yau Tsim Mong,22.31779083241483,114.16696024729927,Private room,353,30,22,2018-03-25,0.69,5,62
10276441,"#C New Studio,FreeWifi,5MinToSubway",50614541,Brian,,Yau Tsim Mong,22.318235000363735,114.16734286873722,Private room,424,30,31,2018-06-17,0.98,5,171
10283821,Pok Fu Lam Villa,52894786,David,,Southern,22.26271640302415,114.13423591645956,Entire home/apt,1201,5,11,2018-07-09,0.44,1,0
10286785,30% discount 1~9 ppl  4Bdr Apt,26442782,Jessica,,Yau Tsim Mong,22.304653463499307,114.17215352514008,Entire home/apt,1680,2,11,2018-06-01,0.35,6,308
10301571,Beautiful 1 bed flat in Mid Levels,22705549,Phil,,Central & Western,22.28195215970439,114.1463148031472,Entire home/apt,1201,3,0,,,1,0
10307684,"New Studio, 1st month discount #B",50614541,Brian,,Yau Tsim Mong,22.316833512751476,114.1668320216523,Private room,353,30,27,2018-03-30,0.85,5,349
10307793,"New Open Studio, City view #D",50614541,Brian,,Yau Tsim Mong,22.317385625739465,114.16706339443863,Entire home/apt,471,30,77,2018-06-11,2.42,5,173
10311379,《Garden by the bay》主題 三房連花園｢旺角｣,10088915,宅一起,,Yau Tsim Mong,22.321213928429355,114.16810359935958,Entire home/apt,1397,1,17,2017-05-16,0.54,16,365
10328061,在天水围颂富轻轨站步行2分钟,53146775,Eddy,,Yuen Long,22.46093387530896,113.99701820846238,Entire home/apt,487,1,0,,,1,0
10342721,位於銅鑼灣 - 具舊香港主題特色房間的月租服務式住宅,49374433,O,,Wan Chai,22.277289766535066,114.18522812559247,Entire home/apt,3101,30,0,,,3,365
10343118,Best location 1BR Apt in HK - Shops & Sights T1a,2657469,James,,Yau Tsim Mong,22.296627274672453,114.17088156720627,Entire home/apt,997,1,129,2018-07-31,4.21,8,160
10344180,Spacious Single room with View,53239697,Cathy,,Southern,22.26263783746812,114.13313147795554,Private room,377,1,35,2018-02-19,1.12,2,195
10344433,"2BDRM, BRIGHT CHARMING CLUB HOUSE",53241233,Cindy,,North,22.50169504999788,114.14325968571164,Entire home/apt,400,1,0,,,1,0
10344495,位於銅鑼灣 - 具舊上海主題特色房間的月租服務式住宅,49374433,O,,Wan Chai,22.278884388952136,114.1854607246815,Entire home/apt,3203,28,0,,,3,364
10344957,位於銅鑼灣 - 具舊香港及舊上海主題特色房間的月租服務式住宅,53243915,Apartmento,,Wan Chai,22.278566639858234,114.18433974223343,Entire home/apt,3697,28,0,,,3,180
10346432,"★Chic, Luxe & Spacious★ 1BR SOHO/CENTRAL Apartment",6269855,Daniel,,Central & Western,22.284235348840543,114.15218130654054,Entire home/apt,1397,4,4,2018-06-30,0.20,1,49
10347807,Designer Studio Loft 2,53258254,Leonard,,Wan Chai,22.267982204747902,114.18384581143489,Entire home/apt,1201,1,159,2018-08-09,5.11,5,265
10349362,[Z1] Double private Room[Temple street],6110860,May,,Yau Tsim Mong,22.309502078522588,114.17023780885256,Private room,322,1,6,2018-06-11,0.21,25,353
10369335,New 2BR Wan Chai MTR most Luxury Open View 17F,28398261,Yota,,Wan Chai,22.27532077896314,114.17280836633657,Entire home/apt,1531,30,19,2018-06-25,0.61,1,30
10371277,Double-bed room 4 people &My,52473150,Danny,,Yau Tsim Mong,22.317732503778146,114.17018183113277,Private room,455,1,15,2018-07-06,0.52,27,176
10377432,Whole 3 bedrooms apartment for 11,10044719,Alice,,Yau Tsim Mong,22.318045151175234,114.16899487869591,Entire home/apt,848,1,28,2018-06-07,1.10,7,218
10397517,Super comfy and a stellar location.,2979656,Michael,,Central & Western,22.28748603922275,114.14671743676571,Entire home/apt,754,3,3,2016-04-11,0.10,1,0
10397724,Great sunshine Apartment Near Metro,16313394,Aaron,,Yau Tsim Mong,22.32369890937767,114.1624100566477,Private room,322,1,45,2017-12-24,1.43,28,166
10414227,2Min To MTR independentTriple Room,31113999,Selena,,Yau Tsim Mong,22.31654886110926,114.1690511640661,Private room,298,1,98,2018-08-04,3.30,43,100
10418117,位於Olympic MTR 家庭式 Family style@D,16313394,Aaron,,Yau Tsim Mong,22.318979013135667,114.16869936297702,Private room,353,1,49,2018-01-01,1.58,28,166
10418120,SUPERB SOGO+MALL LOCATION+SAFE FAMILY HOME+MTR CWB,857701,Dirk & Tony,,Wan Chai,22.280929627129776,114.18489399616912,Entire home/apt,1491,2,11,2018-07-09,0.65,1,296
10438630,位於Olympic MTR 家庭式 Family style@E,16313394,Aaron,,Yau Tsim Mong,22.32271353235687,114.16071443526249,Private room,353,1,10,2018-01-01,0.50,28,166
10438979,1min  MTR Quadruple Room 独浴街景四人家庭房,34151864,Peter,,Yau Tsim Mong,22.30519087146901,114.17048787580902,Private room,502,1,19,2018-06-18,0.85,9,354
10457818,Unique:3-Bed Entire Apt.in HKG,53882044,Elizabeth,,Southern,22.23378750289985,114.20123321186199,Entire home/apt,1389,2,3,2016-09-04,0.10,2,353
10457996,"Nice bedroom near MTR, girls only",29923277,Ruobing,,Central & Western,22.284982767224054,114.14287259079467,Private room,322,1,0,,,1,0
10460161,Perfect cosy flat in Wan Chai,4057373,Arthur,,Wan Chai,22.277047365565245,114.16929890464985,Entire home/apt,801,2,9,2018-02-18,0.30,1,163
10466118,Cute flat with rooftop and seaview,7213206,Hayley,,Southern,22.219506406983793,114.21222687843674,Entire home/apt,691,2,1,2017-05-01,0.06,1,0
10466735,"Twin Bed, Free Wifi, 1 mins to MTR",52319280,W W,,Yau Tsim Mong,22.317151422435533,114.17094155300816,Private room,377,1,12,2018-07-15,0.42,7,359
10469166,3 Cozy at TST Metro 3 pax - Private Bath Room,19569224,Jj,,Yau Tsim Mong,22.298691122292635,114.17463037942326,Private room,447,1,93,2018-07-13,4.82,11,56
10476886,标准2单床房  .入住2人,28839213,Ping,,Yau Tsim Mong,22.305640434978542,114.17214563488557,Private room,981,1,1,2016-09-15,0.04,4,365
10477967,"1 Stylish artist home, Airport/Metro/Disney/Nature",54005416,Sky,,Islands,22.28992670619054,113.93826818885984,Entire home/apt,2598,1,34,2018-07-10,1.46,5,360
10478033,CNY City Home from Home,54005883,Alexandra,,Central & Western,22.279666172473277,114.1523585351828,Entire home/apt,1020,1,0,,,1,0
10482717,Modern and convenient Hong Kong apartment,32451493,Jessica,,Central & Western,22.280932003296762,114.14980945360271,Entire home/apt,1625,4,8,2017-01-03,0.26,1,0
10499497,C2.Jordan|Family room|w/bath|near MTR 1 min,51969157,Jojo,,Yau Tsim Mong,22.304256965816744,114.17301395514893,Private room,699,1,6,2018-06-24,0.23,19,338
10500437,銅鑼灣具舊上海主題特色房間的月租服務式住宅,53243915,Apartmento,,Wan Chai,22.278016905015015,114.18521644461877,Entire home/apt,3697,28,0,,,3,181
10501015,銅鑼灣具舊香港主題特色房間的月租服務式住宅,53243915,Apartmento,,Wan Chai,22.278170330261098,114.18538040927085,Entire home/apt,3697,28,0,,,3,181
10502616,Concise Twin room+causeway bay MTR&YT,52473150,Danny,,Wan Chai,22.28227730537795,114.18600454307096,Private room,361,1,35,2018-07-23,1.19,27,52
10509074,Long-term Flat Share,5642825,Jade,,Yau Tsim Mong,22.301481405229605,114.17570592995418,Private room,196,4,1,2016-03-03,0.03,1,0
10509397,Unbeatable Views- Happy Valley,13937856,Charlotte,,Wan Chai,22.269109158398862,114.1834574361422,Entire home/apt,2057,7,0,,,1,363
10514355,"1 min to MTR, comfort & convenient",31947768,Nuts,,Yau Tsim Mong,22.302275375791325,114.17267951879816,Entire home/apt,447,2,39,2018-07-26,1.28,24,75
10526433,東涌村屋三樓全層四房 4 bedroom apartment near airport,47537890,Terry,,Islands,22.277111267257396,113.9276677702713,Private room,2104,1,20,2018-08-01,0.77,5,127
10527017,Amazing Flat: 2BR + ROOFTOP @Wanchai,18160595,Eléonore,,Wan Chai,22.2772135441925,114.17466123194932,Entire home/apt,950,4,4,2017-01-29,0.17,1,0
10527212,位於深水埗地鐵站的溫馨公寓,16313394,Aaron,,Sham Shui Po,22.32732551104626,114.16261731528529,Private room,353,1,18,2017-12-25,0.59,28,166
10529110,"Causeway Bay has a cuisine, famous buildings, the busiest, convenient transportation, beautiful environment, is the best of Hong Kong",52906606,Siu Yee,,Wan Chai,22.28511078675812,114.19250439675616,Private room,597,2,12,2018-01-28,0.43,2,349
10550088,"Urban Chic - 1 BDRM PLUS on High St, Sai Ying Pun",54410674,Katie,,Central & Western,22.286418819213626,114.14034679157923,Entire home/apt,675,3,9,2018-07-16,0.41,1,133
10550230,Cozy Private Room for 2 Guests(Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.316575100172862,114.17014668080314,Private room,275,1,83,2018-07-27,2.72,43,112
10552054,Bright & modern apartment in SOHO with balcony,6746365,Fabian,,Central & Western,22.282673369391887,114.15198695902828,Entire home/apt,997,2,7,2018-01-02,0.35,1,346
10552289,Double Bedroom in shared flat - Heart of HK,22157506,Mary,,Central & Western,22.286123027881143,114.15007130592804,Private room,581,2,91,2018-08-06,2.94,1,107
10552892,UNIQUE 2BR Apartment in TST Kowloon,34022406,Sabrina,,Yau Tsim Mong,22.295569268273944,114.17375074686836,Entire home/apt,848,1,147,2018-07-28,4.76,8,107
10553698,Double room for 2 Pax@near Mongkok MTR-E1,31113999,Selena,,Yau Tsim Mong,22.317550915019567,114.17009816960999,Private room,502,1,9,2018-05-22,0.35,43,124
10553804,Central Mongkok Cozy Flat for 4 pax,31113999,Selena,,Yau Tsim Mong,22.31596221642223,114.16882890390795,Private room,597,1,21,2018-07-29,0.85,43,120
10555006,2 Min To MTR independent Twin Room,31113999,Selena,,Yau Tsim Mong,22.316039434534336,114.17008438350548,Private room,997,1,10,2018-05-16,0.33,43,120
10577037,Mier Serviced Apartment(2),54565775,Winnie,,Central & Western,22.284173123631323,114.14775706268063,Entire home/apt,879,1,67,2018-07-29,2.19,5,349
10577183,Luminous & Spacious Appartement -Sai ying Pun,17893175,Michel,,Central & Western,22.28720730390924,114.1415825679301,Entire home/apt,801,2,23,2018-08-14,0.75,1,0
10579215,Comfortable room for 2,54577962,Krishna,,Central & Western,22.28809686097683,114.14485884572032,Private room,400,1,0,,,1,0
10583896,2 mins to metro & citygate Stunning sunny view,54005416,Sky,,Islands,22.289957124907854,113.93843944380583,Private room,549,1,40,2018-08-12,1.81,5,349
10596156,港岛东迷人海景靓間 开阔天台,12605600,Emma,,Eastern,22.278880704515576,114.2290870754345,Private room,424,1,0,,,1,0
10598091,"2分鐘可到旺角地鐵站,免費無線網絡鄰近女人街",24275081,Ah,,Yau Tsim Mong,22.319431864880784,114.17121732787038,Shared room,188,1,2,2018-04-12,0.09,10,101
10600299,Trendy 1bed apt / private rooftop,34157291,Jason,,Central & Western,22.284910687277765,114.14084236428397,Entire home/apt,793,2,23,2017-04-16,0.76,1,0
10601672,"listing_id: (Phone number hidden by Airbnb) tting on a charm once again, our night, characteristic apartment, stylish high quality 2 bedroom apartment",50267395,Kin,,Yau Tsim Mong,22.305041382418604,114.16868849767013,Entire home/apt,981,1,150,2018-07-29,4.92,3,304
10602388,Quarry Bay fully furnished studio A,31386255,Cat,,Eastern,22.29218363397454,114.20670056086865,Private room,447,3,1,2016-12-24,0.05,7,195
10602503,3BR + 1 Bath+ 2Toilets 8-10pp Austin,35923038,Dan,,Yau Tsim Mong,22.30757415489628,114.16608463000307,Entire home/apt,950,1,81,2018-07-31,2.91,5,277
10608427,Cosy spacious flat in Central,17228742,Antoine,,Central & Western,22.287479511811167,114.14754906365428,Entire home/apt,746,2,17,2018-02-20,0.56,1,27
10611751,The Favorite of the Backpackers,16313394,Aaron,,Sham Shui Po,22.32696555639334,114.16116776704901,Private room,251,1,45,2017-12-25,1.45,28,166
10619455,"Whole apartment, 1 bedroom",12306830,Sarah,,Wan Chai,22.269299201659056,114.1850255372131,Entire home/apt,683,3,4,2018-01-02,0.13,2,10
10620758,2 Bd rm apartments in Tsim Sha Tsui,14626463,Wendy,,Yau Tsim Mong,22.29741251593705,114.17189380310347,Entire home/apt,597,2,1,2016-07-02,0.04,22,0
10624493,Cozy apartment 3 mins TAIWAI Subway,19543283,Naomi,,Tsuen Wan,22.405465133660815,114.1207355719113,Entire home/apt,801,7,0,,,1,0
10625237,Spectacular beachfront location 12min from CBD,54910287,Robert,,Southern,22.238410234676227,114.19433479226905,Entire home/apt,2747,7,1,2017-03-31,0.06,1,0
10626221,Bright&Cosy Apartment in YL center,54848033,M T,,Yuen Long,22.44052372819689,114.0274213261174,Entire home/apt,495,3,21,2018-06-20,0.68,1,211
10627506,"Fully equipped village house, perfect for 2 people",15842311,Paul,,Sha Tin,22.39126561340119,114.19361498598467,Entire home/apt,463,3,4,2017-08-23,0.13,1,69
10637449,Cosy studio in Wanchai near Star St,21841113,Marion,,Wan Chai,22.27577726864562,114.16963727525945,Entire home/apt,848,1,19,2018-06-22,0.62,1,197
10638064,STUDIO APARTMENT IN CAUSEWAY BAY,2870570,Brian,,Wan Chai,22.279428259244664,114.18261284594594,Entire home/apt,549,3,0,,,1,0
10638819,1B Apt Mid Levels/ Soho Hong Kong,5079370,Matt,,Central & Western,22.282129171557415,114.15221607479208,Entire home/apt,785,2,1,2016-03-24,0.03,1,0
10639870,"Clean Guest House, Dwtn Kowloon D2",54924991,Nap Man,,Yau Tsim Mong,22.305931400522503,114.17124916489277,Private room,353,1,3,2018-05-01,0.27,12,365
10639882,"Clean Guest House, Dwtn Kowloon D3",54924991,Nap Man,,Yau Tsim Mong,22.306131623725964,114.17279830028362,Private room,369,1,4,2017-12-31,0.38,12,365
10639913,"Clean bigger room, 2 bed, washrm D4",54924991,Nap Man,,Yau Tsim Mong,22.30472991489181,114.17124269406827,Private room,463,1,5,2018-05-01,0.25,12,365
10639931,"Very Clean New Room, 2Bd/WC Rm506",54924991,Nap Man,,Yau Tsim Mong,22.30490824691968,114.17132516282423,Private room,400,1,5,2018-08-01,0.48,12,365
10639959,"Very Clean New Room, 2Bd/WC Rm 504",54924991,Nap Man,,Yau Tsim Mong,22.304580470132297,114.17137324131474,Private room,502,1,3,2018-04-22,0.15,12,365
10639969,"Very Clean New Guest House, Rm502",54924991,Nap Man,,Yau Tsim Mong,22.305938928530363,114.1708225195432,Private room,557,1,10,2018-05-01,0.33,12,365
10639974,Very clean new guest house rm501,54924991,Nap Man,,Yau Tsim Mong,22.30658830698753,114.17167378773908,Private room,400,1,6,2018-04-15,0.30,12,365
10640339,2 Bedroom Apartment in Sheung Wan,3455240,Nick,,Central & Western,22.284895719054404,114.14924139440582,Entire home/apt,1099,3,5,2017-08-01,0.16,1,0
10642084,Lovely Sofa Area,45858469,Xiaobing,,Sai Kung,22.323795444401213,114.25621489337456,Shared room,126,1,0,,,1,0
10647174,Quiet apartment on Lamma Island,8606216,Filip And Hyaewon,,Islands,22.225612994720134,114.11686584464422,Entire home/apt,597,1,0,,,1,0
10659534,Beautiful 1 Bedroom Apartment,36481278,Mai-Britt,,Central & Western,22.283509141213074,114.15240824162983,Entire home/apt,997,2,10,2017-12-29,0.32,1,90
10661303,"Bright & Chic flat in SYP with a Gym, 2mins to MTR",5042214,Fane,,Central & Western,22.28770487690406,114.14002150856943,Entire home/apt,706,2,5,2018-07-03,0.16,3,67
10661639,Designer Studio Loft 1,53258254,Leonard,,Wan Chai,22.270116782176792,114.18447442070031,Entire home/apt,1201,1,148,2018-08-14,4.77,5,25
10662083,#C1 Double room in City Centre,27820990,Moment Hostel,,Yau Tsim Mong,22.306639647706746,114.17092378493842,Private room,377,5,17,2017-08-25,0.67,22,365
10669048,Cozy Apartment in Central / Western,4081945,Arthur,,Central & Western,22.286156556040485,114.14174402562769,Entire home/apt,754,2,17,2017-02-04,0.55,1,0
10683736,Elegant flat next to Man Mo Temple,1379668,Benoit,,Central & Western,22.283997853926202,114.14845218668647,Entire home/apt,997,2,22,2018-06-18,0.76,1,0
10683762,2BR ❤Most Vibrant❤ in HK Shops & Glorious Food M2a,2657469,James,,Yau Tsim Mong,22.317272648757722,114.17175015942213,Entire home/apt,1201,1,105,2018-05-29,3.44,8,130
10685466,Spacious room in heart of Central,14147472,Kunal,,Central & Western,22.280354795775644,114.15324419576025,Private room,597,1,2,2016-11-29,0.07,1,0
10687131,Very clean new guest house rm507,54924991,Nap Man,,Yau Tsim Mong,22.30660299702464,114.1710387315593,Private room,298,1,2,2018-02-20,0.21,12,365
10687135,"Very Clean New Big Rm, 3Bd/WC Rm503",54924991,Nap Man,,Yau Tsim Mong,22.304628766389932,114.17213660848408,Private room,549,1,7,2018-04-30,0.30,12,365
10688433,A nice garden with good transport.,31520347,San,,Tai Po,22.449540945522493,114.16167856956918,Private room,463,1,51,2018-08-02,1.80,1,365
10690722,801簡潔衛生4人家庭房(大床+上下舖) 。月租9900港幣。包水電,52133997,Miss Tong/湯小姐,,Yau Tsim Mong,22.30584198968201,114.1705490274839,Private room,589,1,0,,,4,365
10690893,806簡潔衛生上下舖。月租5500元港幣。包水電,52133997,Miss Tong/湯小姐,,Yau Tsim Mong,22.303815856383213,114.16833861721165,Private room,290,1,2,2016-10-16,0.09,4,348
10694795,Cozy & spacious 1 bedroom apartment,12140055,Grant,,Central & Western,22.28524630300612,114.14240548669873,Entire home/apt,887,2,7,2017-01-01,0.24,1,79
10706618,"Private Bedroom,5 mins to subway",54858141,Florence,,Yau Tsim Mong,22.325769533607836,114.16497096584769,Private room,322,3,30,2018-07-27,0.96,1,123
10707885,"Studio K, Tin Hau",2767759,Alfred,,Wan Chai,22.286604495537386,114.19004595000533,Entire home/apt,243,90,1,2018-06-01,0.39,17,161
10709880,"Nice bedroom, with private rooftop.",27661266,Adrián,,Central & Western,22.285860994062777,114.13318537893771,Private room,196,2,8,2016-05-04,0.26,1,0
10714083,"Views, privacy,  on the  edge of Sai  Kung town",9111703,Cathy,,Sai Kung,22.377866124051305,114.27316696271205,Private room,5448,2,16,2018-08-07,1.21,1,73
10732461,!!Hip Studio in SOHO,5533945,Elena,,Central & Western,22.280681410711182,114.15143944336174,Entire home/apt,2300,14,0,,,3,0
10733807,TickTock!SUPERB PENTHOUSE*4bed3bath*BALCONY,1245194,Susann,,Yau Tsim Mong,22.313017527218665,114.17010023502297,Entire home/apt,2520,2,27,2018-07-05,0.92,6,285
10735839,2000ftBig house with localyoungers6,22647240,Jojo,,Kwun Tong,22.30940369119888,114.22340075488438,Shared room,141,3,21,2018-08-04,0.69,6,138
10743742,New modern Studio,50614541,Brian,,Yau Tsim Mong,22.31781444023995,114.16764942370824,Entire home/apt,267,30,8,2018-05-23,0.37,5,278
10754323,Minimalist studio in new building,6435101,Lek,,Wan Chai,22.27934565663761,114.19060811659523,Entire home/apt,769,7,1,2016-02-14,0.03,1,0
10756071,BEST LOCATION IN HONG KONG  高尚住宅,55621227,Moyka,,Yau Tsim Mong,22.30205939159324,114.16963950641247,Entire home/apt,1083,2,24,2017-10-19,0.79,1,0
10756297,"Business Travel for one or two,Double Room&YT",52473150,Danny,,Wan Chai,22.282529896066478,114.18607524420074,Private room,361,1,11,2018-07-29,0.37,27,52
10756674,Concise Twin room+Mong Kok MTR&JK,52473150,Danny,,Yau Tsim Mong,22.319401869867328,114.16958463768113,Private room,424,1,14,2018-01-18,0.51,27,263
10762728,2 bedroom flat (5-6 ppl) near beach,55658817,Eric And Lily,,Islands,22.294884779365333,114.01482156696775,Entire home/apt,1099,4,0,,,1,0
10763777,☞Charming Stylish Cozy Apartment ~☜,37031267,Michelle&May,,Yau Tsim Mong,22.297007937933476,114.17594460741641,Entire home/apt,565,1,163,2018-07-26,5.29,9,77
10764236,Double Bed. Free Wifi. 1 min to MTR,52319280,W W,,Yau Tsim Mong,22.3184549193958,114.16940114213864,Private room,298,1,62,2018-07-25,2.19,7,167
10771195,One bedroom apartment in Central,11714441,Charlotte,,Central & Western,22.283826493178363,114.15143758195077,Entire home/apt,801,3,0,,,1,0
10775586,NEWLY  STUDIO (APPLE)IN JORDON  WALK 2 MINS 佐敦MTR,17404832,Sammy,,Yau Tsim Mong,22.30710009061174,114.1690429082359,Entire home/apt,549,28,9,2018-05-10,0.47,6,331
